,a,grammatical,b
924,Elizabeth stained the clinic with waste.,0,Elizabeth stained waste into the clinic.
925,Elizabeth stained the operating room with waste.,0,Elizabeth stained waste into the operating room.
926,Elizabeth stained the bathroom with waste.,0,Elizabeth stained waste into the bathroom.
927,Rebecca stained the hospital with muck.,0,Rebecca stained muck into the hospital.
928,Christopher stained the clinic with muck.,0,Christopher stained muck into the clinic.
929,James stained the operating room with muck.,0,James stained muck into the operating room.
930,Jason stained the bathroom with muck.,0,Jason stained muck into the bathroom.
931,James tainted the hospital with sewage.,0,James tainted sewage into the hospital.
932,David tainted the clinic with sewage.,0,David tainted sewage into the clinic.
933,Nicole tainted the operating room with sewage.,0,Nicole tainted sewage into the operating room.
934,Elizabeth tainted the bathroom with sewage.,0,Elizabeth tainted sewage into the bathroom.
935,Jason tainted the hospital with mud.,0,Jason tainted mud into the hospital.
936,Rebecca tainted the clinic with mud.,0,Rebecca tainted mud into the clinic.
937,Kelly tainted the operating room with mud.,0,Kelly tainted mud into the operating room.
938,James tainted the bathroom with mud.,0,James tainted mud into the bathroom.
939,Rebecca tainted the hospital with waste.,0,Rebecca tainted waste into the hospital.
940,Jessica tainted the clinic with waste.,0,Jessica tainted waste into the clinic.
941,Jason tainted the operating room with waste.,0,Jason tainted waste into the operating room.
942,Jessica tainted the bathroom with waste.,0,Jessica tainted waste into the bathroom.
943,Nicole tainted the hospital with muck.,0,Nicole tainted muck into the hospital.
944,Elizabeth tainted the clinic with muck.,0,Elizabeth tainted muck into the clinic.
945,Nicole tainted the operating room with muck.,0,Nicole tainted muck into the operating room.
946,Michael tainted the bathroom with muck.,0,Michael tainted muck into the bathroom.
947,Michael bandaged the criminal with the rope.,0,Michael bandaged the rope around the criminal.
948,Rebecca bandaged the prisoner with the rope.,0,Rebecca bandaged the rope around the prisoner.
949,Jessica bandaged the criminal with the cloth.,0,Jessica bandaged the cloth around the criminal.
950,Jessica bandaged the prisoner with the cloth.,0,Jessica bandaged the cloth around the prisoner.
951,James bound the criminal with the rope.,0,James bound the rope around the criminal.
952,David bound the prisoner with the rope.,0,David bound the rope around the prisoner.
953,Jessica bound the criminal with the cloth.,0,Jessica bound the cloth around the criminal.
954,Nicole bound the prisoner with the cloth.,0,Nicole bound the cloth around the prisoner.
955,James choked the criminal with the rope.,0,James choked the rope around the criminal.
956,Nicole choked the prisoner with the rope.,0,Nicole choked the rope around the prisoner.
957,Christopher choked the criminal with the cloth.,0,Christopher choked the cloth around the criminal.
958,Elizabeth choked the prisoner with the cloth.,0,Elizabeth choked the cloth around the prisoner.
959,Rebecca innundated the colony with the settlers.,0,Rebecca innundated the settlers into the colony.
960,James innundated the island with the settlers.,0,James innundated the settlers into the island.
961,Jason innundated the business with the settlers.,0,Jason innundated the settlers into the business.
962,Elizabeth innundated the colony with the employees.,0,Elizabeth innundated the employees into the colony.
963,James innundated the island with the employees.,0,James innundated the employees into the island.
964,Christopher innundated the business with the employees.,0,Christopher innundated the employees into the business.
965,Jessica innundated the colony with the workers.,0,Jessica innundated the workers into the colony.
966,James innundated the island with the workers.,0,James innundated the workers into the island.
967,Kelly innundated the business with the workers.,0,Kelly innundated the workers into the business.
968,David repopulated the colony with the settlers.,0,David repopulated the settlers into the colony.
969,James repopulated the island with the settlers.,0,James repopulated the settlers into the island.
970,Jason repopulated the business with the settlers.,0,Jason repopulated the settlers into the business.
971,Jessica repopulated the colony with the employees.,0,Jessica repopulated the employees into the colony.
972,Kelly repopulated the island with the employees.,0,Kelly repopulated the employees into the island.
973,James repopulated the business with the employees.,0,James repopulated the employees into the business.
974,James repopulated the colony with the workers.,0,James repopulated the workers into the colony.
975,David repopulated the island with the workers.,0,David repopulated the workers into the island.
976,Nicole repopulated the business with the workers.,0,Nicole repopulated the workers into the business.
977,Nicole replenished the colony with the settlers.,0,Nicole replenished the settlers into the colony.
978,Jessica replenished the island with the settlers.,0,Jessica replenished the settlers into the island.
979,Nicole replenished the business with the settlers.,0,Nicole replenished the settlers into the business.
980,Nicole replenished the colony with the employees.,0,Nicole replenished the employees into the colony.
981,Jason replenished the island with the employees.,0,Jason replenished the employees into the island.
982,Elizabeth replenished the business with the employees.,0,Elizabeth replenished the employees into the business.
983,Kelly replenished the colony with the workers.,0,Kelly replenished the workers into the colony.
984,Christopher replenished the island with the workers.,0,Christopher replenished the workers into the island.
985,Michael replenished the business with the workers.,0,Michael replenished the workers into the business.
986,Kelly saturated the colony with the settlers.,0,Kelly saturated the settlers into the colony.
987,Christopher saturated the island with the settlers.,0,Christopher saturated the settlers into the island.
988,Jason saturated the business with the settlers.,0,Jason saturated the settlers into the business.
989,Michael saturated the colony with the employees.,0,Michael saturated the employees into the colony.
990,Michael saturated the island with the employees.,0,Michael saturated the employees into the island.
991,Kelly saturated the business with the employees.,0,Kelly saturated the employees into the business.
992,Jessica saturated the colony with the workers.,0,Jessica saturated the workers into the colony.
993,Michael saturated the island with the workers.,0,Michael saturated the workers into the island.
994,Jason saturated the business with the workers.,0,Jason saturated the workers into the business.
995,Michael staffed the colony with the settlers.,0,Michael staffed the settlers into the colony.
996,Michael staffed the island with the settlers.,0,Michael staffed the settlers into the island.
997,Nicole staffed the business with the settlers.,0,Nicole staffed the settlers into the business.
998,Jason staffed the colony with the employees.,0,Jason staffed the employees into the colony.
999,James staffed the island with the employees.,0,James staffed the employees into the island.
1000,Rebecca staffed the business with the employees.,0,Rebecca staffed the employees into the business.
1001,Jessica staffed the colony with the workers.,0,Jessica staffed the workers into the colony.
1002,David staffed the island with the workers.,0,David staffed the workers into the island.
1003,Christopher staffed the business with the workers.,0,Christopher staffed the workers into the business.
1004,Michael trimmed the courtyard with the concrete.,0,Michael trimmed the concrete in the courtyard.
1005,James trimmed the garden with the concrete.,0,James trimmed the concrete in the garden.
1006,David trimmed the driveway with the concrete.,0,David trimmed the concrete in the driveway.
1007,Nicole trimmed campsite with the concrete.,0,Nicole trimmed the concrete in campsite.
1008,Kelly trimmed the courtyard with the pebblesthe bricks.,0,Kelly trimmed the pebblesthe bricks in the courtyard.
1009,Jessica trimmed the garden with the pebblesthe bricks.,0,Jessica trimmed the pebblesthe bricks in the garden.
1010,Michael trimmed the driveway with the pebblesthe bricks.,0,Michael trimmed the pebblesthe bricks in the driveway.
1011,Rebecca trimmed campsite with the pebblesthe bricks.,0,Rebecca trimmed the pebblesthe bricks in campsite.
1012,Jason tiled the courtyard with the concrete.,0,Jason tiled the concrete in the courtyard.
1013,Michael tiled the garden with the concrete.,0,Michael tiled the concrete in the garden.
1014,Nicole tiled the driveway with the concrete.,0,Nicole tiled the concrete in the driveway.
1015,Rebecca tiled campsite with the concrete.,0,Rebecca tiled the concrete in campsite.
1016,Nicole tiled the courtyard with the pebblesthe bricks.,0,Nicole tiled the pebblesthe bricks in the courtyard.
1017,Jessica tiled the garden with the pebblesthe bricks.,0,Jessica tiled the pebblesthe bricks in the garden.
1018,Rebecca tiled the driveway with the pebblesthe bricks.,0,Rebecca tiled the pebblesthe bricks in the driveway.
1019,Jessica tiled campsite with the pebblesthe bricks.,0,Jessica tiled the pebblesthe bricks in campsite.
1020,Kelly paved the courtyard with the concrete.,0,Kelly paved the concrete in the courtyard.
1021,Rebecca paved the garden with the concrete.,0,Rebecca paved the concrete in the garden.
1022,Jason paved the driveway with the concrete.,0,Jason paved the concrete in the driveway.
1023,Michael paved campsite with the concrete.,0,Michael paved the concrete in campsite.
1024,James paved the courtyard with the pebblesthe bricks.,0,James paved the pebblesthe bricks in the courtyard.
1025,Elizabeth paved the garden with the pebblesthe bricks.,0,Elizabeth paved the pebblesthe bricks in the garden.
1026,Michael paved the driveway with the pebblesthe bricks.,0,Michael paved the pebblesthe bricks in the driveway.
